monthly_income,income_stability_months,debt_ratio,savings_months_cover,language_level,housing_stability_months,local_references,employment_type_encoded,ngo_validation_encoded,volatility_of_income,income_growth_trend,asset_index,punctualidad_reportada,consistencia_declarativa,digital_interaction_score,zone_risk_index,vulnerability_score,target_default_flag,target_repayment_behavior
1616.9042,20,0.2785,1.7079,4,20,3,0,1,0.4314,-0.0656,0.4185,0.9186,0.9236,0.8472,0.3021,0.6745,0,0.9968
2583.7581,37,0.0813,1.0479,3,34,2,0,0,0.3658,-0.0788,0.7139,0.6565,0.6071,0.3194,0.7547,0.0302,0,0.8752
2290.7139,8,0.2115,3.7844,2,17,2,2,0,0.5695,-0.0191,0.546,0.8277,0.8422,0.5159,0.6809,0.3105,0,0.7002
1743.3879,11,0.1541,1.0748,4,36,3,1,0,0.1362,-0.07,0.1084,0.5507,0.7314,0.505,0.7395,0.2709,0,0.8911
1183.94,12,0.3746,1.1733,0,43,4,1,1,0.5803,-0.0314,0.4817,0.737,0.8213,0.6433,0.7562,0.1997,0,0.7308
847.742,28,0.2915,1.7938,5,40,3,1,1,0.1958,0.1012,0.3267,0.4768,0.7804,0.8858,0.3644,0.4429,0,0.983
1446.2692,6,0.1666,0.2629,4,33,0,2,0,0.2604,0.0421,0.9611,0.9172,0.9888,0.1884,0.2061,0.5574,0,0.7643
2774.4267,22,0.1819,0.3411,3,18,2,2,0,0.8225,0.0309,0.2622,0.5403,0.7145,0.2367,0.6733,0.3927,1,0.5184
2012.3267,12,0.3356,3.1236,2,19,2,1,0,0.2881,0.0567,0.5213,0.8661,0.914,0.7096,0.4646,0.264,0,0.8428
969.8395,48,0.3233,0.6388,0,14,3,0,1,0.2352,-0.0643,0.1681,0.8629,0.8563,0.4806,0.7448,0.3577,0,0.9561
1971.5799,13,0.262,2.3084,5,24,5,1,0,0.0534,-0.0471,0.4773,0.5961,0.6568,0.7189,0.2912,0.7268,0,0.9153
2192.1952,1,0.3525,0.205,4,29,3,0,1,0.024,0.0052,0.6652,0.6956,0.7839,0.5376,0.6869,0.5452,0,0.8751
1162.2014,25,0.4731,3.4502,2,33,1,2,1,0.3016,-0.0334,0.7099,0.9686,0.9731,0.6717,0.637,0.4719,0,0.9623
1952.4935,21,0.1531,8.8841,0,22,0,2,0,0.1641,-0.0186,0.6274,0.9344,0.8507,0.7862,0.5659,0.2559,0,0.9038
1861.4376,18,0.0738,0.9358,3,19,0,1,1,0.1064,0.031,0.2022,0.8793,0.7454,0.6527,0.3864,0.5489,0,1.0
1020.9766,36,0.3676,1.4085,5,22,2,0,0,0.4748,0.0472,0.9059,0.362,0.8141,0.5299,0.7302,0.2419,0,0.7709
2162.2263,3,0.178,1.1693,3,11,2,0,1,0.6772,0.0268,0.2382,0.8397,0.6691,0.8052,0.7828,0.7687,0,0.7685
2393.2134,7,0.357,4.4922,1,33,0,2,1,0.3173,0.0575,0.7423,0.6731,0.8084,0.6193,0.5847,0.6418,0,0.8233
3107.3502,16,0.3878,0.02,2,32,2,0,0,0.9245,-0.1331,0.2088,0.6923,0.7011,0.7695,0.2636,0.4562,1,0.3761
3062.2372,18,0.309,2.1195,1,11,1,1,1,0.2539,0.1008,0.213,0.7149,0.7234,0.76,0.4979,0.2566,0,0.8704
907.9282,14,0.1711,2.1132,5,27,2,0,0,0.4603,0.0408,0.651,0.7279,0.5087,0.662,0.3791,0.1952,0,0.8961
1131.2602,3,0.0296,0.9638,2,8,1,2,0,0.7298,-0.0178,0.4038,0.8802,0.4325,0.342,0.3353,0.3855,1,0.4698
2339.0909,11,0.1037,0.4952,3,39,0,2,1,0.3587,-0.0738,0.2158,0.7462,0.9693,0.9634,0.6859,0.4286,0,0.9132
2337.6302,46,0.1279,0.548,1,58,2,1,0,0.2791,-0.0088,0.6468,0.7597,0.6495,0.8658,0.7006,0.5535,1,0.8142
2339.1054,6,0.3346,3.2235,1,28,1,1,0,0.4128,-0.0398,0.4707,0.5177,0.5304,0.6699,0.3892,0.7935,0,0.3362
6000.0,15,0.5243,0.1368,3,29,1,0,1,0.5415,0.0605,0.5149,0.7903,0.9603,0.4014,0.4993,0.261,1,0.9024
2405.3369,22,0.1321,1.6594,4,17,2,2,1,0.3187,0.034,0.2853,0.9086,0.9864,0.655,0.4933,0.9051,0,0.9703
3190.0211,28,0.2946,0.733,2,19,4,1,1,0.2223,-0.0323,0.4004,0.8925,0.6055,0.5741,0.5281,0.5827,0,1.0
2913.181,25,0.2131,0.6164,2,44,1,2,1,0.2327,-0.07,0.5251,0.8709,0.4651,0.4749,0.5479,0.7725,0,0.9083
2504.1274,10,0.146,1.4094,3,19,3,2,0,0.6152,-0.0124,0.4983,0.8172,0.9585,0.3726,0.4837,0.306,0,0.8199
1544.3608,7,0.3961,4.5629,4,20,1,2,1,0.4542,0.0502,0.773,0.7009,0.6804,0.4643,0.5606,0.3547,0,0.7724
2642.5103,49,0.4602,1.9252,3,23,0,1,0,0.7089,0.0273,0.1069,0.8448,0.7682,0.3684,0.7026,0.2079,1,0.688
1228.5469,30,0.3032,3.1081,1,23,1,2,0,0.2915,-0.0702,0.6577,0.5878,0.2927,0.5015,0.4831,0.8226,0,0.3733
1606.1426,16,0.3731,1.836,3,49,0,1,0,0.3934,-0.0263,0.485,0.8683,0.7971,0.4028,0.4797,0.9136,0,0.5249
1418.4475,40,0.2973,2.3928,4,38,1,0,1,0.6009,0.049,0.1599,0.8478,0.5611,0.6864,0.3501,0.5119,0,0.9879
1883.5943,4,0.2531,1.1327,4,46,2,2,0,0.1302,-0.0066,0.3276,0.8816,0.8322,0.4241,0.4799,0.7277,0,0.8414
5752.1518,1,0.4933,5.2069,3,58,3,2,1,0.5167,-0.0026,0.139,0.8609,0.8541,0.1189,0.6694,0.5013,0,1.0
710.7832,18,0.1142,1.3941,5,33,1,0,0,0.2267,0.0945,0.3674,0.6698,0.657,0.1587,0.7376,0.8826,0,0.7893
2548.1684,18,0.1209,1.6049,1,12,3,1,0,0.2772,-0.0534,0.3105,0.6914,0.9379,0.7288,0.2934,0.678,1,0.7337
807.257,4,0.0293,1.4887,3,14,1,2,1,0.1945,0.0562,0.3206,0.8361,0.7601,0.089,0.4388,0.526,0,0.9375
1428.0056,29,0.3321,0.7601,4,25,4,0,1,0.5172,-0.0212,0.1957,0.9437,0.8423,0.4649,0.7081,0.2005,0,0.9742
3116.5294,2,0.3711,0.5259,1,5,5,1,1,0.5051,-0.0184,0.4793,0.3672,0.8018,0.4989,0.7413,0.3935,0,0.6833
1867.0968,21,0.2731,0.1534,5,19,3,0,0,0.7505,0.0093,0.1766,0.4951,0.6553,0.1916,0.2006,0.7148,0,0.6336
1054.8223,24,0.3206,2.5329,2,33,3,2,0,0.5533,0.0158,0.4543,0.3817,0.971,0.504,0.2442,0.7488,0,0.6416
1264.3939,17,0.15,0.6829,2,24,1,1,0,0.7759,0.0306,0.4617,0.7025,0.603,0.5565,0.4467,0.6466,0,0.3416
2539.694,3,0.1995,0.986,2,17,3,1,0,0.6138,-0.0079,0.6715,0.7992,0.5911,0.7282,0.2766,0.604,1,0.522
1254.9069,36,0.2222,5.0497,2,35,2,0,0,0.2682,0.0338,0.4805,0.391,0.7012,0.5994,0.5989,0.6119,1,0.7793
2014.7075,10,0.1213,1.6715,3,12,3,2,0,0.1567,0.0068,0.6339,0.6854,0.6477,0.613,0.7198,0.4677,0,0.8356
1849.7133,10,0.1254,0.2042,2,39,2,1,0,0.1117,-0.0275,0.3117,0.3608,0.7065,0.3118,0.6696,0.4528,0,0.6867
1305.3152,9,0.2968,3.215,2,28,0,2,1,0.2575,-0.0621,0.9024,0.7008,0.8462,0.1695,0.3197,0.2113,0,0.9
5281.5349,26,0.1399,0.5918,4,30,2,0,1,0.5027,0.0317,0.8134,0.796,0.8071,0.8351,0.7603,0.5899,0,0.9127
2482.3464,10,0.3536,1.6091,1,17,1,2,0,0.201,0.0153,0.2557,0.8144,0.4611,0.215,0.2414,0.2335,0,0.7692
656.8323,5,0.4942,1.4266,4,34,5,0,1,0.5626,-0.0331,0.2748,0.517,0.6553,0.4936,0.412,0.3612,1,0.8103
1984.7082,31,0.2172,0.5438,2,26,4,0,0,0.513,-0.0708,0.6696,0.4018,0.818,0.2838,0.2588,0.4961,0,0.7919
1298.6841,15,0.2701,0.2461,3,36,2,0,0,0.5157,-0.0293,0.3938,0.6644,0.6563,0.874,0.5304,0.6058,1,0.4623
2768.9312,32,0.0802,0.4746,2,60,3,0,1,0.3194,-0.0978,0.7773,0.7889,0.4232,0.5903,0.2637,0.2853,0,1.0
1216.5079,16,0.1117,0.2048,3,12,2,1,0,0.5129,0.0488,0.6123,0.944,0.86,0.6029,0.6634,0.3572,0,0.6664
1707.2374,8,0.0883,0.6449,4,59,2,1,1,0.3114,-0.0055,0.3407,0.3363,0.9645,0.4342,0.6451,0.4548,0,0.9827
2327.3688,2,0.2931,11.8272,5,31,1,0,0,0.11,0.0132,0.4329,0.7164,0.8699,0.2856,0.761,0.31,0,0.9627
2787.4364,18,0.3792,1.0286,2,35,3,1,1,0.0431,-0.0202,0.8084,0.8367,0.7791,0.244,0.2819,0.3463,0,0.9925
992.1277,12,0.1445,3.9886,3,46,1,0,1,0.3571,0.0885,0.4293,0.4476,0.8632,0.206,0.5693,0.8893,0,0.8863
1529.5814,27,0.4462,1.5934,3,52,3,2,1,0.1203,0.035,0.1538,0.7388,0.9164,0.8041,0.506,0.0082,0,1.0
1425.8556,9,0.4956,2.1967,5,4,0,1,0,0.6402,-0.0185,0.3404,0.8656,0.9636,0.4831,0.381,0.7679,0,0.4379
1304.1873,21,0.2387,0.34,4,19,5,2,0,0.4644,-0.0171,0.1266,0.7642,0.8902,0.5831,0.7606,0.8837,1,0.5975
4370.9127,15,0.2904,0.6426,2,49,4,0,0,0.2119,-0.0312,0.2798,0.7735,0.7052,0.8364,0.7501,0.6199,1,0.7599
2213.8555,7,0.25,1.4285,3,14,2,0,1,0.2256,-0.0074,0.5095,0.8504,0.9104,0.8092,0.7005,0.1141,0,0.9379
962.5231,10,0.2772,4.2597,2,25,0,0,0,0.6441,0.0193,0.6647,0.5725,0.8373,0.1781,0.7166,0.5562,1,0.3597
2861.0128,4,0.0389,0.0877,4,19,2,0,0,0.3969,0.0175,0.0657,0.4734,0.9402,0.9388,0.4393,0.319,0,0.9016
5224.3105,51,0.2357,1.4142,4,13,1,2,0,0.8986,-0.0135,0.1541,0.5264,0.8245,0.8846,0.2861,0.3987,0,0.866
3029.7416,21,0.0186,0.1047,5,13,0,0,0,0.7794,0.0725,0.5781,0.4394,0.8966,0.575,0.6745,0.5873,1,0.6326
845.8271,4,0.4306,1.2206,3,37,2,0,1,0.2339,-0.1005,0.406,0.5051,0.985,0.7536,0.4055,0.9039,0,0.7374
1419.2488,49,0.4219,1.9824,3,25,0,0,0,0.745,-0.0293,0.8729,0.4424,0.8971,0.4253,0.2385,0.7064,0,0.5644
3406.5508,6,0.2182,2.7308,2,9,1,2,1,0.5199,0.0344,0.1408,0.9174,0.8278,0.1242,0.6695,0.5201,0,0.9713
1269.2295,9,0.5305,0.2982,3,17,2,2,0,0.4761,0.0704,0.194,0.6429,0.888,0.5653,0.2758,0.1362,1,0.6807
2257.2662,13,0.6007,0.3644,2,13,4,0,0,0.1979,0.0098,0.1506,0.6663,0.6387,0.5705,0.7014,0.212,1,0.2003
2663.2888,16,0.2052,1.27,3,11,0,1,0,0.4,0.0749,0.3303,0.9258,0.9017,0.1346,0.3154,0.6041,0,0.846
1137.4393,26,0.3932,12.0,0,34,2,1,0,0.5161,0.0856,0.4001,0.5755,0.3291,0.6879,0.4099,0.9381,0,0.6496
1755.0231,1,0.5094,0.8803,0,24,0,0,0,0.1587,-0.0178,0.2995,0.8294,0.9793,0.5191,0.5779,0.8636,0,0.2506
400.0,16,0.175,1.1156,3,22,2,1,0,0.5876,-0.0422,0.3833,0.6729,0.6537,0.7726,0.3167,0.7838,0,0.4195
1083.3422,12,0.0809,1.1328,5,5,1,0,0,0.2768,-0.0432,0.3525,0.7871,0.8093,0.4021,0.4455,0.0791,0,0.8996
1593.5443,18,0.293,0.1683,3,44,0,1,1,0.0592,-0.0713,0.5672,0.7602,0.8134,0.2249,0.2593,0.1338,0,0.9461
968.8487,12,0.3058,2.976,3,8,4,0,0,0.3921,-0.0614,0.6689,0.7892,0.5584,0.6996,0.2789,0.7042,1,0.6485
4089.6131,11,0.3033,0.5837,4,23,2,1,1,0.7853,-0.0474,0.8567,0.7575,0.9039,0.2407,0.6711,0.7902,1,0.7097
884.4176,14,0.1836,2.4325,2,26,2,0,0,0.1096,-0.0583,0.8076,0.8946,0.4475,0.7589,0.6212,0.2566,0,0.7486
1450.9558,47,0.2061,1.2891,1,17,1,1,1,0.3968,0.0513,0.6146,0.7699,0.8083,0.9395,0.5369,0.2517,0,0.9685
1930.1834,11,0.0504,1.8924,5,27,5,2,1,0.3625,-0.0223,0.3552,0.7349,0.7983,0.3764,0.687,0.484,0,0.8887
3716.868,35,0.2734,0.111,5,39,2,1,0,0.0564,-0.0694,0.6168,0.7673,0.7517,0.7037,0.7419,0.527,0,0.8655
881.8914,17,0.538,4.4139,2,25,1,1,0,0.6264,-0.0194,0.2528,0.7866,0.8238,0.8023,0.6016,0.3973,1,0.383
3234.3455,17,0.3644,0.559,2,14,2,0,0,0.4925,0.0125,0.6686,0.508,0.7773,0.7086,0.7583,0.2926,1,0.5366
1817.317,18,0.0713,2.2179,4,10,2,0,1,0.3347,-0.0131,0.3859,0.9353,0.6273,0.2556,0.2603,0.1244,0,1.0
1106.8193,22,0.1553,3.1992,3,9,4,0,0,0.2537,-0.0109,0.3404,0.8137,0.8063,0.7854,0.3971,0.7394,0,0.818
2277.9968,11,0.18,1.5532,0,39,0,2,0,0.7135,-0.0914,0.4591,0.881,0.9023,0.8873,0.5713,0.1259,1,0.5706
1997.2567,33,0.4371,0.823,1,29,0,1,0,0.5386,0.0455,0.5191,0.9778,0.6841,0.9301,0.3577,0.5177,0,0.6318
1339.2855,22,0.6261,7.6247,5,33,3,0,0,0.2636,-0.0176,0.3905,0.7357,0.8676,0.6292,0.5867,0.1978,0,0.7173
1872.2591,5,0.1085,0.6527,0,10,0,1,0,0.5832,-0.065,0.5728,0.5897,0.7843,0.56,0.754,0.4995,1,0.2298
1491.2101,1,0.3467,5.9387,2,20,1,1,0,0.3683,-0.0053,0.7796,0.4623,0.6405,0.2443,0.3546,0.5595,1,0.5614
1913.6327,47,0.3846,0.3397,3,5,0,0,1,0.4101,-0.0248,0.484,0.8145,0.5749,0.1293,0.5838,0.4165,0,0.9137
2517.61,18,0.0469,0.986,2,22,2,2,1,0.6017,0.0061,0.8125,0.4971,0.5613,0.3901,0.7068,0.2404,0,0.8761
3995.8372,4,0.1486,0.2982,2,32,3,2,0,0.1221,0.1278,0.2916,0.9353,0.8097,0.4579,0.5197,0.1993,0,0.9411
973.6893,11,0.5002,0.0045,2,18,1,0,0,0.4271,-0.0374,0.6782,0.9254,0.5492,0.8636,0.7738,0.8275,0,0.1651
5252.8007,30,0.0304,0.6029,2,40,1,1,0,0.4632,0.0373,0.3402,0.6914,0.8942,0.27,0.3465,0.4242,0,0.9464
681.2682,13,0.1026,0.1825,4,7,3,0,0,0.6,-0.0164,0.1633,0.7193,0.9664,0.1715,0.4091,0.2667,0,0.8416
1675.9031,14,0.6143,8.5874,3,24,2,0,0,0.3567,-0.0195,0.3346,0.4342,0.669,0.422,0.2188,0.4387,1,0.4562
2426.387,26,0.3153,2.8681,2,14,2,2,0,0.1407,0.0628,0.9002,0.7176,0.6204,0.6163,0.3075,0.4261,0,0.9446
2080.7755,20,0.1489,0.0074,2,19,1,2,0,0.4902,0.0091,0.2927,0.7063,0.7818,0.0905,0.2985,0.5925,1,0.5634
1324.3145,24,0.1924,0.5063,0,20,1,0,1,0.7495,0.0806,0.2047,0.547,0.8696,0.3741,0.6381,0.676,0,0.6455
1629.354,26,0.3677,2.2181,0,22,4,1,0,0.2768,-0.0026,0.391,0.8979,0.6034,0.4151,0.553,0.5047,1,0.6262
1413.0412,8,0.4872,1.0168,3,22,1,1,0,0.2695,0.0683,0.6985,0.719,0.5207,0.6789,0.7555,0.5428,0,0.4007
1346.5723,9,0.4771,3.5657,1,14,0,0,1,0.2757,-0.0167,0.6203,0.809,0.785,0.671,0.2199,0.331,0,0.8694
2765.0142,7,0.0897,1.4058,3,5,5,0,1,0.6121,-0.0343,0.4043,0.6438,0.5908,0.6281,0.5928,0.2387,0,0.8812
2161.392,9,0.2565,2.1206,4,23,1,2,0,0.2092,0.0219,0.3101,0.8099,0.6923,0.7184,0.2431,0.9194,0,0.7132
1278.6309,14,0.1614,1.8178,2,19,3,2,1,0.1199,0.0059,0.3974,0.376,0.8221,0.6657,0.4695,0.8509,0,0.9105
2835.0077,15,0.1444,2.0332,2,10,0,2,1,0.7331,-0.0669,0.1119,0.8021,0.6766,0.7784,0.5327,0.3893,0,0.8989
2108.3265,40,0.251,0.523,4,18,3,0,1,0.225,0.01,0.3793,0.5932,0.7541,0.1018,0.5448,0.6641,0,0.9653
2714.6846,19,0.3578,0.9345,4,26,2,2,1,0.2603,-0.0381,0.4187,0.3604,0.7741,0.5632,0.3476,0.5995,0,0.8044
2477.0272,14,0.1243,0.1039,4,9,1,2,1,0.4837,0.0408,0.8248,0.406,0.8155,0.2098,0.5477,0.0362,0,0.9141
1194.5233,6,0.1339,1.7717,3,43,3,2,0,0.3754,-0.0332,0.4689,0.9444,0.5446,0.1963,0.5878,0.2856,0,0.8142
1366.3654,12,0.2291,1.2296,5,15,4,0,0,0.1685,-0.0182,0.6257,0.4596,0.5866,0.3271,0.7733,0.3962,0,0.7493
2627.1288,49,0.5144,2.8602,4,14,0,1,0,0.6999,-0.0512,0.6284,0.9156,0.9488,0.4815,0.6646,0.237,1,0.7469
2453.2897,48,0.304,0.4623,2,38,0,2,0,0.3077,0.0502,0.2258,0.6761,0.4509,0.5094,0.5636,0.603,0,0.6739
1789.2453,12,0.1156,1.1483,3,43,0,0,0,0.4303,0.0214,0.2787,0.5868,0.4142,0.4179,0.2357,0.1047,0,0.8039
1917.2817,3,0.4994,0.3987,1,27,2,0,1,0.6482,0.1138,0.6928,0.2536,0.8387,0.6167,0.7448,0.6532,0,0.3762
3424.9168,11,0.2339,1.9037,3,18,5,2,1,0.2902,0.063,0.6861,0.7816,0.5739,0.2767,0.2969,0.4305,0,1.0
1345.0874,40,0.2677,3.7681,2,24,0,0,0,0.5065,-0.0221,0.5288,0.3798,0.6082,0.7503,0.3193,0.8479,0,0.4761
2376.8912,14,0.2968,2.9001,2,33,3,2,1,0.6267,-0.0775,0.1807,0.7846,0.5073,0.6527,0.6226,0.3302,0,0.8415
1634.1918,26,0.1465,5.7719,1,48,2,1,0,0.7037,-0.0314,0.0573,0.1763,0.8916,0.0839,0.6087,0.2998,0,0.7056
1621.5851,15,0.115,7.1316,2,14,3,1,0,0.2508,-0.0079,0.3503,0.7194,0.8439,0.8678,0.6806,0.08,0,0.8925
3131.879,4,0.0294,2.9571,3,14,2,2,1,0.4478,-0.0901,0.7622,0.33,0.5242,0.2314,0.5246,0.1909,0,0.9269
2731.7786,16,0.0217,0.676,3,24,0,0,0,0.5064,-0.0425,0.6322,0.9399,0.7207,0.2309,0.5248,0.2146,1,0.7646
2715.5637,28,0.3732,0.495,2,19,4,2,0,0.2043,0.0508,0.8581,0.7175,0.6274,0.777,0.3908,0.5682,0,0.8582
3472.8797,9,0.2106,1.1868,4,6,1,1,1,0.3006,-0.0429,0.7696,0.523,0.7642,0.7921,0.6865,0.6661,0,0.8366
1827.1304,28,0.0036,10.1936,3,14,3,1,0,0.2983,-0.0437,0.3638,0.599,0.8643,0.3111,0.5405,0.9307,0,0.9175
2542.6865,17,0.6224,1.0643,3,11,1,0,1,0.1975,0.0259,0.3513,0.596,0.7148,0.7105,0.6205,0.3552,0,0.4517
1548.2285,27,0.3769,0.444,2,60,2,2,1,0.5303,-0.0271,0.7739,0.9582,0.8088,0.3557,0.3868,0.1337,0,0.9849
2126.182,20,0.2033,5.7771,4,24,1,0,1,0.3498,0.0006,0.814,0.7741,0.8395,0.5309,0.4296,0.7969,0,0.9821
1694.1365,6,0.5818,0.9753,3,13,0,1,0,0.0791,0.0196,0.1944,0.5502,0.5626,0.5233,0.2375,0.5294,0,0.4309
1897.8899,12,0.3637,2.3482,4,24,1,0,0,0.4187,-0.0309,0.1981,0.5766,0.9889,0.8876,0.2405,0.3694,0,0.7898
2434.6992,12,0.2409,3.1038,2,27,2,2,0,0.5531,0.0386,0.6176,0.7669,0.9409,0.2131,0.2616,0.6929,1,0.6646
1200.9758,9,0.0611,3.705,2,24,3,0,0,0.6279,0.0345,0.4332,0.6004,0.7636,0.256,0.3592,0.1272,0,0.8944
5147.1253,19,0.228,3.4439,1,20,3,2,1,0.4146,0.0163,0.4202,0.5494,0.4017,0.7053,0.4178,0.4237,0,0.878
1093.3387,55,0.2477,3.6188,2,20,0,0,1,0.4403,0.0756,0.4204,0.7898,0.9755,0.3,0.3706,0.2354,0,0.9819
985.2601,33,0.1648,2.2032,2,31,4,0,0,0.521,0.044,0.1447,0.9337,0.6654,0.7976,0.7143,0.1082,0,0.8898
3226.1845,36,0.2877,1.0345,4,25,1,1,1,0.7454,-0.0136,0.4355,0.965,0.4506,0.445,0.3535,0.4775,0,1.0
2686.0617,8,0.4199,2.2009,3,23,1,2,0,0.2916,-0.0381,0.3092,0.953,0.6836,0.5311,0.3564,0.0822,0,0.7808
2470.2136,37,0.2267,3.6248,2,21,1,1,1,0.3786,0.0077,0.5499,0.6516,0.4997,0.2432,0.7657,0.823,0,0.8491
2475.4383,45,0.0643,0.8635,3,18,0,2,0,0.6372,-0.0035,0.7667,0.8504,0.7911,0.1212,0.3885,0.4994,0,0.8138
1797.0049,8,0.1275,0.7034,0,28,2,0,0,0.5541,-0.0029,0.863,0.7324,0.8551,0.7574,0.2579,0.4446,0,0.5873
1154.4425,22,0.6439,0.8423,2,23,4,2,0,0.064,-0.028,0.35,0.7789,0.7174,0.6703,0.3198,0.4824,0,0.3671
1877.8866,22,0.0495,1.6027,3,23,1,0,1,0.2481,0.0021,0.8222,0.7328,0.922,0.293,0.4505,0.7118,0,0.8756
1288.7385,13,0.2766,0.1077,3,55,3,2,0,0.1055,0.0781,0.6073,0.7354,0.9658,0.2426,0.5393,0.4236,0,0.9369
2944.1042,18,0.2215,3.0189,3,10,3,0,1,0.802,0.0344,0.5115,0.5038,0.7898,0.2181,0.7567,0.1602,0,0.8539
1679.8694,23,0.3672,0.299,2,15,2,2,1,0.7296,0.0069,0.4167,0.7538,0.3708,0.6024,0.3644,0.8677,1,0.553
1196.6143,14,0.2514,0.2851,2,60,2,2,0,0.2975,0.0619,0.9584,0.4319,0.9358,0.4324,0.6798,0.361,1,0.7022
1539.6449,32,0.2252,0.4404,5,18,3,1,1,0.4431,0.0364,0.5915,0.5014,0.482,0.4122,0.4405,0.478,1,0.9358
2222.6728,5,0.46,1.7204,5,22,1,1,0,0.5189,-0.0164,0.3266,0.6607,0.9424,0.5153,0.4105,0.1573,1,0.776
1363.9466,12,0.3599,0.6725,2,19,4,2,0,0.3826,-0.0027,0.1134,0.7714,0.8576,0.6249,0.22,0.2485,0,0.7986
1198.5764,26,0.2462,0.918,3,27,1,2,1,0.1913,0.045,0.2923,0.5595,0.9512,0.8832,0.2209,0.7016,0,0.9133
2042.3239,51,0.2788,5.3662,2,16,3,2,0,0.7306,0.012,0.0971,0.8576,0.904,0.7218,0.3348,0.3896,0,0.9373
2043.6308,33,0.5463,3.7573,2,5,1,2,1,0.0543,0.0213,0.3647,0.8078,0.5415,0.4858,0.5852,0.2739,0,0.9791
1403.225,17,0.2668,3.8237,4,39,2,1,0,0.2894,-0.0627,0.8245,0.6886,0.6876,0.3613,0.3056,0.5782,0,0.8186
1428.6438,14,0.4775,1.7238,3,3,3,1,0,0.5632,-0.0263,0.2137,0.7906,0.7898,0.3848,0.693,0.2851,0,0.541
2030.4749,12,0.4848,4.0268,4,60,1,1,1,0.9495,-0.0029,0.4815,0.7824,0.959,0.1548,0.7626,0.2326,0,0.7714
876.5185,12,0.1299,3.0153,3,30,0,1,0,0.2059,0.0566,0.4736,0.5282,0.848,0.2377,0.7185,0.1898,1,0.7683
894.5029,2,0.1267,6.1253,3,12,2,1,1,0.3177,0.0945,0.4839,0.7127,0.8735,0.6186,0.4691,0.3014,0,0.965
1262.41,50,0.3268,0.1331,0,13,1,1,0,0.4342,-0.045,0.1066,0.6886,0.727,0.7772,0.5619,0.6698,1,0.4165
1625.0217,15,0.5013,0.0583,3,5,2,2,0,0.5802,-0.0311,0.7975,0.8072,0.3683,0.2994,0.2555,0.6986,1,0.2697
2112.1334,8,0.1626,0.3848,5,11,3,2,0,0.5002,0.0224,0.2742,0.8692,0.6516,0.3578,0.7237,0.8816,0,0.6024
3780.7516,21,0.3539,5.2925,3,12,2,0,0,0.5989,0.1063,0.6187,0.5939,0.9698,0.7674,0.6389,0.5623,0,0.8024
2776.1763,8,0.3612,1.8606,2,33,1,1,1,0.2776,-0.0498,0.6073,0.5655,0.6762,0.5451,0.6214,0.9419,0,0.68
1669.0848,30,0.0267,1.1106,5,25,2,0,0,0.5577,-0.0981,0.3755,0.6914,0.789,0.4307,0.5281,0.8038,0,0.7007
1790.9328,8,0.3841,1.4378,2,5,1,1,0,0.2508,0.0082,0.1217,0.7647,0.9317,0.3574,0.499,0.84,1,0.4281
1095.2471,27,0.1691,3.5393,2,5,1,0,1,0.7346,-0.0675,0.0977,0.8649,0.8344,0.7001,0.4624,0.246,0,0.89
1791.3834,12,0.2716,5.2933,1,10,3,2,1,0.302,0.0284,0.2741,0.7136,0.7938,0.2965,0.3514,0.6146,0,0.9337
1565.0463,19,0.0521,2.6164,1,11,2,2,1,0.3782,0.0391,0.5122,0.5959,0.194,0.1378,0.4123,0.3918,0,0.8557
2124.6435,29,0.1734,2.853,2,46,1,2,0,0.4103,-0.011,0.7232,0.9245,0.5466,0.51,0.6998,0.4636,0,0.8139
1195.5774,10,0.2522,0.7724,3,12,4,1,1,0.7169,-0.0225,0.7134,0.7873,0.3128,0.0396,0.6336,0.0491,0,0.8526
2344.1385,28,0.3001,1.2586,3,51,1,1,0,0.3872,-0.0356,0.8672,0.6349,0.6792,0.1962,0.5341,0.8799,1,0.6752
3890.7976,2,0.1978,4.3293,3,26,2,1,0,0.2906,0.0032,0.6256,0.9284,0.5977,0.3121,0.5676,0.2619,0,0.9677
1712.3465,43,0.2385,3.0829,3,31,4,1,1,0.1069,-0.0659,0.5685,0.5327,0.9794,0.7978,0.4053,0.4029,0,0.9419
2210.2388,31,0.3581,2.3057,3,20,3,2,1,0.193,-0.023,0.2088,0.3348,0.6486,0.6012,0.4438,0.4551,0,0.9481
2553.1215,15,0.2929,0.1349,4,11,5,2,1,0.557,-0.0365,0.4449,0.9076,0.6757,0.7296,0.6859,0.6419,0,0.906
1479.3969,35,0.1045,0.0806,5,14,1,1,1,0.608,0.0138,0.4197,0.4484,0.8013,0.8739,0.7258,0.9186,0,0.8469
2022.4122,33,0.0873,0.2795,2,51,2,0,1,0.3559,0.0174,0.46,0.2214,0.7586,0.5718,0.202,0.8954,0,0.9309
1819.4621,16,0.449,1.7416,1,30,1,0,0,0.3144,0.0705,0.2662,0.8684,0.8512,0.695,0.4808,0.4958,0,0.6515
1898.5354,15,0.3759,1.5374,2,29,5,0,0,0.3805,-0.049,0.6073,0.7913,0.7003,0.3298,0.2434,0.7908,1,0.6705
1228.4336,7,0.332,5.7186,0,38,2,1,0,0.2939,-0.0173,0.339,0.7173,0.5325,0.5339,0.4618,0.1552,0,0.7267
